year,country,population,cement_co2,cement_co2_per_capita,co2,co2 (GCP),co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_per_capita,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2 (GCP),consumption_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
2013,North America,561345646.0,67.117,0.121,6716.957,6545.054,135.161,2.054,6863.444,82.487,1.216,12.328,12.065,1856.241,3.334,7000.953,6879.977,12.575,3545.839,432691.438,634840.5,176043.906,2846.525,76566.641,204375.453,172412.844,1275.698,82.608,0.148,1802.207,3.237,13.652,14.793,155.907,0.28,1103.9,1.967,429.184,0.765,2875.468,5.165,0.06,33.315,4.614,19.027,16.981,12.374,10.834,29.86,28.563,25.605,18.015,39.022,26.265,33.839,17.513,21.441,27.357,3.047,24.836,11.311,23.295,0.052,0.267,0.333,0.013,8303.994,7663.264,283.996,4.228
2014,North America,567078661.0,71.194,0.127,6754.753,6579.783,37.796,0.563,7078.187,214.743,3.129,12.583,12.008,1844.131,3.278,7055.154,6949.946,12.542,3617.032,439446.219,641918.688,177888.031,2936.038,78397.469,204709.312,175297.031,1310.595,89.512,0.159,1830.831,3.255,13.593,14.997,333.864,0.594,1113.724,1.964,426.453,0.752,2884.189,5.127,0.062,34.897,4.738,19.054,17.329,12.28,10.566,29.602,28.36,25.321,18.137,38.649,26.127,33.639,17.268,23.148,27.609,6.187,24.85,11.427,23.144,0.052,0.27,0.336,0.013,8504.306,7708.431,300.401,4.447
2015,North America,572637311.0,72.936,0.128,6604.085,6422.143,-150.668,-2.231,6860.503,-217.683,-3.075,12.076,11.624,1605.457,2.826,6986.185,6872.363,12.297,3689.968,446050.312,648779.188,179493.484,3026.262,80279.594,204976.672,178216.812,1344.16,90.225,0.159,1882.118,3.313,13.17,14.446,267.35,0.471,1100.519,1.922,422.991,0.739,2919.783,5.139,0.059,33.565,5.026,18.653,16.759,10.946,10.341,29.347,28.154,25.027,18.261,38.299,25.977,33.44,17.029,23.496,27.814,4.833,24.678,11.055,22.994,0.052,0.273,0.339,0.014,8272.352,7541.646,382.1,5.786
2016,North America,578186325.0,72.629,0.127,6467.17,6291.224,-136.915,-2.073,6715.122,-145.381,-2.119,11.705,11.272,1478.41,2.577,6831.0,6715.07,11.907,3762.597,452517.469,655494.312,180971.891,3104.318,82163.086,205234.484,181140.531,1375.02,78.056,0.136,1883.492,3.283,12.746,14.054,257.826,0.449,1075.708,1.86,426.353,0.737,2923.724,5.096,0.054,30.86,4.873,18.26,16.862,10.312,10.122,29.095,27.962,24.738,18.319,37.939,25.866,33.243,16.782,20.869,27.09,5.851,24.44,10.27,22.85,0.052,0.276,0.343,0.014,8126.069,7369.353,363.83,5.626
2017,North America,583669315.0,74.54,0.129,6417.92,6246.781,-49.25,-0.762,6725.98,10.858,0.162,11.61,11.079,1438.39,2.483,6809.566,6681.786,11.755,3837.137,458935.375,662220.25,182410.297,3186.003,84022.938,205551.156,184073.984,1405.038,81.686,0.141,1859.854,3.21,12.563,13.92,316.661,0.547,1091.306,1.87,423.639,0.726,2933.434,5.064,0.052,30.018,4.938,17.833,16.723,9.911,9.919,28.84,27.773,24.45,18.381,37.562,25.768,33.044,16.537,21.092,26.093,7.484,24.145,9.913,22.704,0.052,0.279,0.346,0.014,8124.594,7332.375,391.646,6.102
2018,North America,589049568.0,72.804,0.124,6597.806,6425.893,179.886,2.803,6781.558,55.578,0.826,11.597,11.283,1374.002,2.35,6995.379,6858.41,11.962,3909.941,465533.188,669001.812,183784.297,3281.165,86080.156,205742.859,187045.734,1431.9,95.161,0.163,2057.219,3.518,12.787,13.984,191.716,0.328,1116.443,1.895,427.774,0.726,2971.758,5.082,0.046,26.862,4.683,17.963,16.714,9.318,9.717,28.595,27.588,24.157,18.496,37.238,25.668,32.855,16.272,23.375,27.539,4.986,24.261,8.861,22.56,0.052,0.282,0.349,0.014,8237.163,7532.228,397.573,6.026
2019,North America,594346833.0,74.754,0.127,6493.359,6313.027,-104.447,-1.583,6752.492,-29.066,-0.429,11.443,11.004,1186.187,2.01,6886.042,6741.151,11.67,3984.695,472026.531,675754.312,184970.484,3394.202,88190.648,206007.812,190027.797,1458.73,113.037,0.192,2110.489,3.577,12.518,13.817,264.942,0.449,1131.134,1.903,422.78,0.711,2982.062,5.054,0.045,26.831,4.606,17.5,16.513,8.072,9.519,28.347,27.404,23.852,18.675,36.931,25.581,32.667,16.021,25.97,27.647,6.997,24.026,8.791,22.421,0.053,0.285,0.352,0.014,8211.886,7440.108,392.683,6.047
2020,North America,598250660.0,73.172,0.123,5826.628,5670.749,-666.73,-10.268,6037.872,-714.62,-10.583,10.165,9.809,973.398,1.639,6264.651,6131.006,10.546,4057.867,477853.188,681792.188,185943.891,3489.48,90270.227,206224.188,192606.469,1485.258,95.278,0.16,2079.582,3.501,11.237,12.519,216.382,0.364,1083.704,1.811,425.947,0.712,2578.671,4.341,0.045,26.527,4.466,16.588,15.656,6.823,9.329,28.104,27.223,23.544,18.784,36.641,25.499,32.498,15.801,23.757,27.491,6.292,23.527,8.99,22.28,0.053,0.288,0.355,0.015,7489.417,6722.45,438.023,7.518
2021,North America,600876352.0,75.368,0.126,6192.752,6019.98,366.124,6.284,6416.319,378.448,6.268,10.754,10.379,1093.257,1.832,6709.552,6568.196,11.245,4133.235,484045.906,688208.562,187037.141,3582.442,92366.641,206453.266,195414.25,1512.237,92.963,0.156,2096.414,3.514,11.826,13.12,229.077,0.384,1089.852,1.814,431.884,0.719,2807.771,4.706,0.045,26.979,4.443,16.741,15.825,7.224,9.145,27.862,27.041,23.237,18.873,36.324,25.415,32.342,15.588,22.929,26.46,6.448,24.35,8.95,22.14,0.053,0.291,0.358,0.015,7883.491,7105.884,516.799,8.345
2022,North America,604356251.0,74.066,0.123,6267.443,6095.459,74.691,1.206,6515.051,98.732,1.539,10.855,10.443,1028.381,1.713,6801.509,6663.051,11.332,4207.301,490313.375,694723.562,188065.516,3674.385,94560.789,206706.266,198266.141,1539.235,91.943,0.153,2194.144,3.656,11.916,13.238,252.987,0.422,1103.003,1.825,437.062,0.723,2851.911,4.752,0.045,26.998,4.626,16.806,15.955,6.772,8.991,27.63,26.866,22.932,18.955,36.068,25.336,32.18,15.388,22.814,27.8,7.144,23.946,8.957,22.003,0.053,0.294,0.362,0.015,8000.497,7201.372,534.066,8.521
1991,Oceania,27315329.0,3.69,0.136,311.623,309.454,2.125,0.687,285.013,-39.67,-12.218,10.525,11.507,151.104,5.58,270.839,277.519,10.001,112.895,8798.854,22009.018,5233.771,19.348,492.395,14689.909,2934.957,5.486,7.556,0.279,40.885,1.51,13.768,22.717,-24.364,-0.9,198.868,7.28,87.933,3.219,105.629,3.901,0.102,2.76,0.726,1.344,1.012,1.754,0.883,1.057,1.482,1.172,0.229,0.593,2.233,1.052,0.264,2.757,1.057,-0.49,1.089,1.28,2.177,0.009,0.011,0.022,0.002,620.515,376.081,-40.784,-13.088
1992,Oceania,27746645.0,3.471,0.126,318.661,316.47,7.038,2.259,395.006,109.993,38.592,14.36,11.585,155.348,5.648,274.759,281.79,9.989,116.366,9117.514,22404.023,5389.119,27.192,534.933,14768.294,3041.467,8.436,7.844,0.285,42.538,1.546,13.883,24.712,78.386,2.85,196.885,7.096,86.954,3.134,106.51,3.872,0.107,2.95,0.656,1.415,1.422,1.847,0.874,1.067,1.481,1.184,0.313,0.616,2.227,1.055,0.368,3.245,1.085,1.491,1.157,1.364,2.166,0.009,0.011,0.022,0.003,685.663,385.194,-43.902,-13.777
1993,Oceania,28154391.0,3.563,0.128,322.915,320.724,4.254,1.335,412.457,17.451,4.418,14.778,11.57,155.457,5.57,275.696,282.855,9.878,119.929,9440.429,22816.48,5544.576,34.847,578.92,14860.151,3150.541,11.616,7.655,0.274,43.987,1.576,13.849,24.506,91.858,3.291,195.264,6.935,86.569,3.075,109.073,3.908,0.114,3.179,0.645,1.419,1.487,1.827,0.865,1.076,1.481,1.196,0.39,0.637,2.224,1.059,0.463,3.274,1.093,1.847,1.183,1.471,2.158,0.009,0.011,0.022,0.003,689.94,389.91,-47.219,-14.623
1994,Oceania,28573082.0,4.056,0.143,328.045,325.859,5.13,1.589,390.9,-21.558,-5.227,13.8,11.581,156.592,5.528,285.012,292.294,10.062,123.985,9768.475,23207.381,5701.168,42.274,623.728,14925.476,3262.09,15.228,7.427,0.262,44.807,1.582,13.745,23.433,65.324,2.306,195.569,6.845,88.08,3.083,111.55,3.938,0.128,3.613,0.688,1.427,1.353,1.829,0.857,1.085,1.478,1.207,0.457,0.657,2.215,1.064,0.559,2.36,1.103,1.109,1.206,1.669,2.147,0.009,0.011,0.023,0.003,669.551,392.74,-43.033,-13.118
1995,Oceania,29025263.0,3.974,0.138,339.531,337.472,11.486,3.501,575.834,184.935,47.31,20.013,11.8,160.914,5.593,292.031,299.557,10.15,127.959,10108.005,23783.215,5862.083,49.835,670.779,15164.333,3378.55,18.8,7.561,0.263,47.052,1.635,14.027,26.498,238.857,8.301,196.137,6.757,87.234,3.005,116.459,4.048,0.124,3.571,0.637,1.443,1.988,1.828,0.848,1.094,1.488,1.219,0.521,0.676,2.232,1.069,0.638,2.317,1.115,4.397,1.247,1.597,2.14,0.009,0.011,0.023,0.003,769.098,407.135,-47.501,-13.99
1996,Oceania,29498696.0,3.828,0.131,348.035,345.845,8.503,2.504,610.383,34.548,6.0,20.875,11.903,165.702,5.667,300.158,308.722,10.265,131.787,10456.04,24393.6,6027.785,57.266,718.934,15429.355,3497.829,22.439,7.43,0.254,48.155,1.647,14.082,26.752,265.023,9.064,189.552,6.426,84.087,2.851,119.279,4.079,0.124,3.639,0.602,1.435,2.016,1.836,0.838,1.103,1.497,1.23,0.577,0.694,2.251,1.074,0.708,2.12,1.093,4.408,1.24,1.639,2.129,0.009,0.012,0.023,0.003,789.14,415.401,-47.877,-13.756
1997,Oceania,29964606.0,3.796,0.128,358.497,355.882,10.462,3.006,549.67,-60.713,-9.947,18.509,12.072,172.98,5.825,309.547,318.242,10.423,135.583,10814.537,24943.268,6200.764,64.706,769.525,15622.858,3617.609,26.35,7.44,0.251,50.59,1.704,14.248,25.395,193.503,6.516,191.0,6.374,83.474,2.786,119.78,4.033,0.132,3.911,0.573,1.469,1.728,1.927,0.828,1.112,1.502,1.243,0.63,0.712,2.255,1.078,0.776,2.109,1.144,2.613,1.227,1.748,2.117,0.009,0.012,0.023,0.003,760.941,426.938,-48.949,-13.654
1998,Oceania,30420065.0,4.001,0.133,371.793,368.261,13.296,3.709,631.225,81.555,14.837,20.939,12.333,182.507,6.054,327.206,336.315,10.854,139.584,11186.331,25574.492,6383.272,72.984,821.291,15884.609,3738.709,30.491,8.278,0.275,51.766,1.717,14.608,26.849,261.751,8.683,195.999,6.443,87.785,2.886,121.101,4.017,0.137,4.14,0.606,1.53,2.073,2.089,0.819,1.122,1.512,1.257,0.688,0.73,2.273,1.083,0.843,2.46,1.159,4.26,1.225,1.877,2.114,0.009,0.012,0.024,0.003,816.75,444.383,-44.587,-11.993
1999,Oceania,30880109.0,4.09,0.134,382.561,380.009,10.768,2.896,585.407,-45.818,-7.259,19.132,12.503,188.191,6.15,330.971,339.219,10.817,143.674,11568.892,26159.9,6571.463,80.873,876.259,16090.075,3861.743,34.879,7.889,0.258,54.968,1.796,14.685,26.883,205.466,6.715,209.96,6.799,104.295,3.377,123.034,4.021,0.143,4.388,0.591,1.539,1.897,2.123,0.81,1.132,1.519,1.272,0.739,0.748,2.282,1.086,0.91,2.391,1.191,3.423,1.214,2.001,2.111,0.009,0.012,0.024,0.003,830.142,453.463,-51.59,-13.485
2000,Oceania,31352964.0,4.23,0.136,390.08,387.142,7.519,1.965,652.584,67.177,11.475,21.007,12.557,190.901,6.145,322.945,329.937,10.396,147.905,11958.972,26812.484,6762.364,89.693,932.602,16355.438,3987.4,39.008,8.82,0.284,56.343,1.814,14.707,28.283,265.362,8.542,220.979,7.048,109.928,3.506,125.657,4.045,0.133,4.129,0.584,1.529,2.118,2.074,0.801,1.142,1.53,1.286,0.795,0.765,2.303,1.09,0.963,2.541,1.186,5.009,1.223,1.909,2.11,0.009,0.013,0.024,0.003,886.746,461.114,-67.135,-17.211
2001,Oceania,31847231.0,4.113,0.13,400.358,397.022,10.278,2.635,566.401,-86.183,-13.206,17.947,12.686,196.197,6.217,333.202,341.084,10.558,152.018,12359.329,27378.885,6958.561,98.608,992.673,16524.109,4114.187,43.282,8.915,0.282,60.071,1.903,14.911,27.883,168.671,5.345,232.935,7.314,120.159,3.773,126.787,4.017,0.135,4.274,0.543,1.557,1.859,2.119,0.791,1.152,1.535,1.3,0.848,0.784,2.311,1.094,1.015,2.656,1.253,3.54,1.225,2.004,2.114,0.009,0.013,0.025,0.003,887.988,474.887,-67.155,-16.774
2002,Oceania,32366012.0,4.079,0.127,405.958,402.296,5.6,1.399,509.85,-56.551,-9.984,15.894,12.655,197.318,6.151,352.58,362.81,10.991,156.096,12765.286,27888.734,7155.88,107.38,1053.422,16631.143,4244.572,47.937,8.772,0.273,60.75,1.894,14.88,25.486,107.035,3.337,227.262,7.022,114.002,3.522,130.385,4.065,0.145,4.654,0.519,1.545,1.623,2.038,0.78,1.161,1.537,1.314,0.899,0.8,2.309,1.098,1.07,2.702,1.23,2.087,1.262,2.152,2.112,0.009,0.013,0.025,0.003,824.892,481.591,-53.378,-13.149
2003,Oceania,32894562.0,4.158,0.128,415.715,411.658,9.757,2.403,696.668,186.819,36.642,21.365,12.749,203.972,6.255,372.395,380.7,11.421,160.254,13181.002,28585.402,7359.852,115.263,1112.137,16915.629,4380.903,52.593,7.884,0.242,58.714,1.801,14.886,25.592,284.485,8.725,184.34,5.604,77.929,2.369,136.331,4.181,0.143,4.656,0.481,1.502,2.064,1.939,0.768,1.17,1.546,1.325,0.938,0.813,2.329,1.103,1.119,2.288,1.147,4.682,1.286,2.106,2.105,0.009,0.013,0.025,0.003,841.854,489.681,-43.32,-10.421
2004,Oceania,33419057.0,4.088,0.123,429.569,424.874,13.854,3.332,653.932,-42.736,-6.134,19.737,12.965,210.958,6.367,383.685,391.68,11.58,164.342,13610.57,29239.334,7570.809,123.194,1172.479,17143.303,4522.478,57.269,7.931,0.239,60.342,1.821,15.086,25.67,227.674,6.872,206.357,6.175,99.654,2.982,141.575,4.273,0.141,4.676,0.453,1.5,1.921,1.94,0.755,1.178,1.553,1.337,0.975,0.826,2.343,1.108,1.161,2.315,1.142,4.213,1.287,2.019,2.101,0.009,0.014,0.026,0.003,857.872,504.171,-45.883,-10.681
2005,Oceania,33956166.0,4.288,0.127,434.553,429.573,4.984,1.16,553.961,-99.971,-15.288,16.452,12.906,210.301,6.246,385.924,395.914,11.462,168.63,14045.124,29793.297,7781.11,131.615,1234.801,17266.377,4666.989,61.978,8.421,0.25,62.322,1.851,15.072,22.508,123.075,3.655,187.954,5.535,78.571,2.314,144.511,4.292,0.14,4.709,0.443,1.467,1.605,1.821,0.742,1.185,1.554,1.347,1.014,0.838,2.344,1.114,1.198,2.421,1.154,2.516,1.301,1.944,2.087,0.009,0.014,0.026,0.003,764.298,511.784,-48.629,-11.191
2006,Oceania,34540357.0,4.479,0.131,440.741,435.69,6.188,1.424,544.489,-9.472,-1.71,15.894,12.866,213.922,6.245,396.003,406.518,11.56,173.109,14485.864,30337.785,7995.032,140.366,1298.411,17373.682,4812.4,66.546,8.75,0.255,63.611,1.857,15.036,23.923,107.305,3.132,208.099,6.025,96.342,2.789,145.412,4.245,0.133,4.567,0.424,1.439,1.514,1.754,0.728,1.192,1.553,1.355,1.053,0.849,2.342,1.118,1.226,2.518,1.145,2.012,1.296,1.806,2.078,0.009,0.014,0.026,0.003,826.292,519.363,-44.739,-10.151
2007,Oceania,35190038.0,4.706,0.135,448.667,442.086,7.926,1.798,587.448,42.958,7.89,16.828,12.853,210.911,6.042,408.015,419.783,11.688,177.815,14934.532,30925.232,8205.943,149.357,1367.939,17516.232,4962.103,71.375,8.992,0.258,69.527,1.992,15.014,23.901,142.55,4.084,204.173,5.802,91.867,2.611,149.702,4.288,0.138,4.829,0.415,1.423,1.626,1.65,0.713,1.197,1.555,1.362,1.092,0.862,2.347,1.124,1.255,2.62,1.207,3.103,1.33,1.86,2.072,0.009,0.014,0.027,0.003,841.093,528.335,-40.652,-9.061
2008,Oceania,35890356.0,4.554,0.128,453.682,448.137,5.015,1.118,781.121,193.673,32.969,21.935,12.74,213.612,5.999,403.411,417.396,11.329,182.369,15388.213,31706.354,8419.556,158.834,1437.784,17847.377,5113.491,76.179,9.477,0.266,69.846,1.961,14.88,25.217,331.145,9.299,185.827,5.178,76.739,2.138,151.388,4.251,0.135,4.804,0.396,1.414,2.114,1.618,0.699,1.203,1.565,1.367,1.134,0.873,2.375,1.129,1.281,2.831,1.178,6.785,1.351,1.848,2.065,0.009,0.015,0.027,0.003,905.06,534.049,-50.271,-11.081
2009,Oceania,36593542.0,4.468,0.123,452.965,447.7,-0.717,-0.158,612.001,-169.12,-21.651,16.853,12.473,213.241,5.872,429.645,449.62,11.831,186.837,15841.179,32318.355,8632.797,168.345,1508.629,18010.316,5263.862,80.709,9.511,0.262,70.845,1.951,14.572,22.768,162.94,4.487,189.685,5.184,80.644,2.204,150.371,4.141,0.125,4.53,0.378,1.436,1.662,1.635,0.685,1.208,1.567,1.373,1.174,0.885,2.38,1.135,1.303,2.879,1.225,3.09,1.372,1.856,2.057,0.009,0.015,0.027,0.003,833.145,533.259,-23.32,-5.148
2010,Oceania,37254081.0,4.167,0.113,451.682,446.967,-1.283,-0.283,1020.589,408.588,66.763,27.601,12.215,207.32,5.607,431.163,448.002,11.66,191.004,16292.861,33338.945,8840.117,178.098,1581.551,18583.834,5416.646,85.444,9.753,0.264,72.922,1.972,14.378,26.549,573.518,15.51,180.007,4.832,69.687,1.871,152.784,4.132,0.128,4.736,0.33,1.354,2.627,1.486,0.67,1.212,1.586,1.375,1.213,0.895,2.439,1.14,1.327,2.858,1.171,10.451,1.349,1.924,2.049,0.009,0.015,0.028,0.003,989.069,535.644,-20.519,-4.543
2011,Oceania,37890092.0,4.079,0.108,450.4,445.101,-1.282,-0.284,765.571,-255.018,-24.987,20.354,11.974,199.036,5.292,431.345,451.033,11.468,195.083,16743.26,34104.516,9039.153,187.513,1655.941,18903.613,5575.338,90.232,9.415,0.25,74.39,1.978,14.046,25.376,319.778,8.502,231.19,6.102,118.571,3.129,158.692,4.219,0.127,4.787,0.3,1.305,1.924,1.351,0.653,1.214,1.593,1.375,1.247,0.905,2.463,1.146,1.344,2.621,1.16,6.058,1.397,1.74,2.045,0.009,0.015,0.028,0.003,961.51,532.221,-19.055,-4.231
2012,Oceania,38550533.0,4.134,0.108,453.473,449.097,3.074,0.682,645.836,-119.735,-15.64,16.874,11.848,197.366,5.157,440.18,456.386,11.501,199.217,17196.734,34750.352,9236.519,197.179,1732.243,19100.584,5736.747,94.828,9.665,0.253,76.303,1.994,13.908,23.446,196.97,5.146,232.281,6.025,119.449,3.099,161.409,4.217,0.12,4.597,0.296,1.296,1.589,1.324,0.637,1.216,1.592,1.373,1.279,0.914,2.471,1.152,1.357,2.563,1.165,3.485,1.404,1.661,2.039,0.01,0.016,0.029,0.003,903.866,536.155,-13.294,-2.932
2013,Oceania,39233928.0,3.926,0.101,446.241,441.709,-7.233,-1.595,657.858,12.021,1.861,16.886,11.454,183.758,4.717,419.502,438.2,10.768,203.143,17642.973,35408.207,9420.276,207.223,1810.519,19317.072,5902.746,99.066,10.045,0.258,78.275,2.009,13.273,20.717,216.489,5.557,183.422,4.675,80.319,2.047,165.998,4.261,0.109,4.238,0.27,1.264,1.628,1.225,0.621,1.218,1.593,1.37,1.311,0.923,2.483,1.159,1.36,2.607,1.188,4.231,1.434,1.439,2.025,0.01,0.016,0.029,0.003,812.825,520.752,-26.738,-5.992
2014,Oceania,39918740.0,3.797,0.096,442.859,436.738,-3.381,-0.758,577.769,-80.088,-12.174,14.573,11.17,175.528,4.427,418.582,437.943,10.558,206.941,18085.832,35985.977,9595.805,218.276,1890.356,19457.863,6070.652,103.804,11.052,0.279,79.837,2.014,12.955,20.177,140.791,3.551,193.11,4.838,92.495,2.317,167.907,4.235,0.12,4.738,0.253,1.249,1.414,1.169,0.605,1.218,1.59,1.366,1.348,0.932,2.483,1.165,1.368,2.858,1.204,2.609,1.447,1.551,2.012,0.01,0.016,0.029,0.003,805.445,517.165,-24.277,-5.482
2015,Oceania,40615011.0,3.74,0.093,452.079,445.755,9.22,2.082,538.095,-39.674,-6.867,13.338,11.206,181.715,4.504,419.863,440.887,10.407,210.68,18537.912,36524.074,9777.52,230.597,1970.98,19549.625,6239.581,108.554,12.321,0.305,80.624,1.998,13.119,19.181,91.761,2.274,193.441,4.763,88.915,2.189,168.929,4.187,0.118,4.75,0.258,1.277,1.314,1.239,0.59,1.22,1.585,1.363,1.391,0.94,2.478,1.171,1.375,3.209,1.191,1.659,1.428,1.565,1.999,0.01,0.016,0.029,0.003,779.039,532.839,-32.216,-7.126
2016,Oceania,41347228.0,3.46,0.084,460.608,453.58,8.529,1.887,630.615,92.52,17.194,15.352,11.213,186.661,4.544,409.688,432.414,9.973,214.14,18998.52,37154.688,9964.181,244.371,2053.76,19726.006,6408.907,113.162,13.775,0.335,82.779,2.015,13.038,19.901,176.383,4.294,172.318,4.168,75.418,1.824,169.326,4.122,0.112,4.608,0.232,1.301,1.584,1.302,0.576,1.222,1.585,1.362,1.442,0.948,2.486,1.176,1.381,3.683,1.191,4.003,1.415,1.533,1.986,0.01,0.017,0.03,0.004,822.844,539.081,-50.92,-11.055
2017,Oceania,42093978.0,3.503,0.084,465.37,458.823,4.762,1.034,611.167,-19.448,-3.084,14.612,11.126,184.577,4.413,416.05,437.356,9.947,217.643,19463.891,37765.855,10148.757,260.422,2138.632,19878.285,6580.737,117.698,16.051,0.384,84.873,2.029,12.881,19.911,152.278,3.641,193.163,4.589,95.88,2.278,171.831,4.108,0.108,4.537,0.232,1.293,1.52,1.272,0.563,1.223,1.584,1.36,1.502,0.956,2.492,1.181,1.385,4.144,1.191,3.599,1.414,1.498,1.977,0.01,0.017,0.03,0.004,838.139,542.227,-49.319,-10.598
2018,Oceania,42815507.0,3.393,0.08,468.624,461.032,3.254,0.699,563.734,-47.433,-7.761,13.248,11.013,177.708,4.176,404.167,424.05,9.498,221.036,19932.514,38329.59,10326.465,278.44,2225.738,19980.215,6758.594,122.242,18.018,0.423,87.105,2.047,12.761,18.839,101.928,2.395,193.093,4.51,94.677,2.211,177.857,4.18,0.107,4.544,0.218,1.276,1.389,1.205,0.549,1.224,1.581,1.357,1.57,0.963,2.493,1.187,1.389,4.426,1.166,2.651,1.452,1.499,1.965,0.01,0.017,0.03,0.004,806.585,546.378,-64.457,-13.754
2019,Oceania,43504533.0,3.48,0.08,470.051,462.066,1.427,0.305,550.07,-13.664,-2.424,12.721,10.87,173.593,4.014,402.736,422.886,9.313,224.515,20402.564,38879.66,10500.058,299.628,2315.286,20066.822,6936.277,126.801,21.188,0.49,89.549,2.071,12.695,17.704,86.608,2.003,178.4,4.101,80.749,1.856,177.683,4.109,0.105,4.559,0.214,1.267,1.345,1.181,0.536,1.225,1.577,1.354,1.649,0.97,2.492,1.192,1.393,4.868,1.173,2.287,1.432,1.494,1.949,0.01,0.017,0.031,0.004,770.192,552.285,-67.315,-14.321
2020,Oceania,44079302.0,3.227,0.074,449.667,441.8,-20.384,-4.337,583.096,33.026,6.004,13.307,10.262,164.717,3.759,393.911,413.458,8.99,227.743,20852.232,39462.758,10664.775,317.794,2408.285,20206.217,7102.488,131.147,18.166,0.415,92.999,2.122,11.952,17.04,139.396,3.181,160.673,3.645,68.484,1.554,166.211,3.793,0.099,4.347,0.197,1.28,1.512,1.155,0.524,1.226,1.576,1.35,1.711,0.978,2.498,1.198,1.395,4.529,1.229,4.053,1.516,1.473,1.931,0.009,0.018,0.031,0.004,751.128,526.819,-55.756,-12.399
2021,Oceania,44558538.0,3.296,0.074,439.662,431.532,-10.005,-2.225,564.869,-18.227,-3.126,12.752,9.925,160.362,3.62,382.894,403.659,8.644,231.039,21291.895,40027.629,10825.137,334.036,2496.987,20336.867,7268.963,135.733,16.242,0.367,88.701,2.002,11.498,16.897,130.649,2.949,166.035,3.726,76.209,1.71,166.475,3.758,0.104,4.586,0.194,1.189,1.393,1.06,0.511,1.226,1.573,1.345,1.76,0.982,2.504,1.203,1.399,4.006,1.12,3.677,1.444,1.521,1.912,0.009,0.018,0.031,0.004,752.921,512.325,-56.768,-12.912
2022,Oceania,45049682.0,3.253,0.073,433.029,424.828,-6.633,-1.509,556.868,-8.001,-1.416,12.434,9.668,153.12,3.419,378.187,399.371,8.444,234.291,21724.922,40584.496,10978.257,352.197,2585.36,20466.748,7434.364,140.454,18.161,0.405,88.373,1.973,11.215,16.669,129.882,2.9,168.387,3.738,78.338,1.739,165.401,3.693,0.105,4.721,0.203,1.161,1.364,1.008,0.501,1.224,1.569,1.339,1.817,0.986,2.509,1.207,1.404,4.506,1.12,3.668,1.389,1.566,1.893,0.009,0.018,0.031,0.004,750.941,505.25,-54.841,-12.665
1991,South America,301035778.0,22.987,0.076,605.973,605.973,7.762,1.297,2362.329,61.187,2.659,7.85,2.014,68.556,0.228,619.337,623.064,2.058,568.962,16220.967,140351.906,2375.338,1263.118,1863.455,128156.43,10142.65,7.443,27.253,0.091,111.88,0.372,2.972,10.318,1756.357,5.837,774.214,2.572,196.571,0.653,371.541,1.235,0.012,3.755,4.522,2.614,8.39,0.796,4.448,1.949,9.449,0.532,14.941,2.245,19.482,3.635,0.358,9.945,2.892,35.339,3.829,1.742,8.91,0.029,0.057,0.089,0.003,3105.952,894.635,13.364,2.205
1992,South America,306386107.0,21.75,0.071,618.012,618.012,12.04,1.987,2460.915,98.585,4.173,8.035,2.018,67.716,0.221,641.566,645.266,2.095,590.713,16838.979,142812.828,2443.054,1290.821,1953.611,129999.328,10549.391,11.391,27.703,0.09,90.156,0.294,2.985,10.55,1842.902,6.017,790.091,2.579,200.585,0.655,406.74,1.328,0.013,3.948,4.109,2.743,8.857,0.805,4.435,1.97,9.438,0.537,14.845,2.248,19.605,3.66,0.497,11.459,2.299,35.049,4.417,1.826,8.927,0.029,0.058,0.091,0.003,3232.433,914.531,23.554,3.811
