year,country,population,cement_co2,cement_co2_per_capita,co2,co2 (GCP),co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_per_capita,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1974,Oceania,21228272.0,3.213,0.152,190.731,189.269,-2.889,-1.492,218.067,0.329,0.151,10.342,9.045,85.13,4.037,56.031,4611.762,15049.488,3218.94,0.187,29.403,11951.057,1307.201,0.0,0.055,0.003,8.284,0.393,11.334,25.529,30.333,1.439,185.405,8.734,75.935,3.577,94.049,4.46,0.0,0.0,0.943,1.121,0.985,1.453,1.007,0.946,1.511,1.022,0.005,0.091,2.238,1.004,0.0,0.014,0.367,0.59,1.16,0.0,2.354,0.007,0.008,0.017,0.002,541.926,240.597
1975,Oceania,21555933.0,3.097,0.145,196.82,195.424,6.088,3.192,308.102,90.035,41.288,14.39,9.193,89.896,4.199,59.128,4808.582,15357.59,3308.837,0.253,38.377,12065.081,1401.988,0.0,0.066,0.003,8.973,0.419,11.279,28.224,114.023,5.326,192.028,8.908,83.123,3.856,94.787,4.427,0.0,0.0,0.911,1.154,1.393,1.489,1.002,0.953,1.508,1.031,0.006,0.111,2.238,1.014,0.0,0.02,0.398,2.254,1.179,0.0,2.347,0.007,0.008,0.017,0.002,608.403,243.138
1976,Oceania,21842496.0,3.077,0.142,194.206,192.758,-2.614,-1.328,273.152,-34.951,-11.344,12.591,8.952,90.201,4.158,62.205,5002.7880000000005,15630.742,3399.0370000000003,0.381,49.321,12146.679,1491.844,0.0,0.128,0.006,10.944,0.504,11.017,27.679,81.598,3.761,205.519,9.409,95.471,4.371,89.856,4.142,0.0,0.0,0.864,1.08,1.184,1.441,0.994,0.957,1.502,1.038,0.008,0.133,2.232,1.016,0.0,0.032,0.458,1.605,1.052,0.0,2.342,0.007,0.008,0.017,0.002,604.584,240.631
1977,Oceania,22114618.0,3.018,0.137,207.572,206.084,13.366,6.883,406.541,133.389,48.833,18.51,9.451,96.005,4.371,65.223,5210.359,16037.283000000001,3495.042,0.553,63.105,12348.061,1586.437,0.0,0.172,0.008,13.784,0.628,11.589,29.764,201.383,9.169,201.594,9.116,92.721,4.193,94.593,4.307,0.0,0.0,0.809,1.122,1.693,1.497,0.984,0.963,1.506,1.047,0.011,0.16,2.246,1.019,0.0,0.045,0.564,3.652,1.07,0.0,2.337,0.007,0.009,0.018,0.002,658.227,256.29
1978,Oceania,22383482.0,2.955,0.133,213.847,212.264,6.275,3.023,363.465,-43.076,-10.596,16.351,9.62,97.855,4.402,68.178,5424.206,16400.747000000003,3592.896,0.641,79.597,12499.533,1682.894,0.0,0.088,0.004,16.492,0.742,11.74,26.739,151.47,6.814,181.914,8.127,78.13,3.49,96.457,4.339,0.0,0.0,0.742,1.121,1.485,1.5,0.97,0.968,1.505,1.056,0.012,0.19,2.251,1.021,0.0,0.023,0.646,2.798,1.053,0.0,2.323,0.007,0.009,0.018,0.002,598.511,262.787
1979,Oceania,22653744.0,3.059,0.136,213.96,212.264,0.113,0.053,359.111,-4.354,-1.198,15.963,9.511,98.826,4.393,71.237,5638.166,16759.858999999997,3691.723,0.813,96.891,12646.604000000001,1777.502,0.0,0.172,0.008,17.294,0.769,11.673,27.648,147.073,6.538,195.13,8.614,90.879,4.012,94.608,4.206,0.0,0.0,0.757,1.091,1.478,1.447,0.958,0.972,1.505,1.063,0.014,0.217,2.258,1.021,0.0,0.048,0.643,3.138,1.02,0.0,2.313,0.008,0.009,0.018,0.002,626.33,264.436
1980,Oceania,22954479.0,3.11,0.136,227.388,225.659,13.428,6.276,411.292,52.181,14.531,18.045,9.976,106.207,4.66,74.348,5865.555,17171.149999999998,3797.9300000000003,1.194,116.383,12832.801,1875.699,0.0,0.381,0.017,19.492,0.855,12.063,30.32,186.196,8.169,200.458,8.733,96.189,4.19,98.197,4.308,0.0,0.0,0.766,1.167,1.682,1.515,0.948,0.978,1.508,1.072,0.019,0.245,2.27,1.025,0.0,0.12,0.707,3.748,1.097,0.0,2.308,0.008,0.009,0.019,0.002,695.984,276.904
1981,Oceania,23307532.0,3.513,0.152,235.792,233.963,8.403,3.696,429.948,18.656,4.536,18.581,10.19,109.066,4.713,77.86,6101.3460000000005,17601.096999999998,3906.996,1.271,138.906,13028.677,1976.313,0.0,0.077,0.003,22.523,0.973,12.405,27.533,195.876,8.465,177.486,7.615,73.516,3.154,100.613,4.348,0.0,0.0,0.865,1.24,1.803,1.56,0.944,0.986,1.514,1.081,0.02,0.277,2.284,1.032,0.0,0.032,0.806,4.055,1.177,0.0,2.298,0.008,0.009,0.019,0.002,641.722,289.122
1982,Oceania,23690694.0,3.32,0.141,241.296,239.423,5.504,2.334,365.918,-64.03,-14.892,15.56,10.261,111.828,4.755,81.181,6342.642,17967.015,4018.823,1.374,165.297,13154.898000000001,2075.966,0.0,0.103,0.004,26.392,1.122,12.525,27.009,126.221,5.367,195.002,8.231,90.295,3.811,99.653,4.238,0.0,0.0,0.821,1.279,1.563,1.572,0.938,0.995,1.515,1.091,0.021,0.312,2.288,1.039,0.0,0.044,0.966,2.778,1.195,0.0,2.291,0.008,0.009,0.019,0.002,639.866,296.733
1983,Oceania,24064500.0,2.879,0.121,230.603,228.676,-10.692,-4.431,515.641,149.723,40.917,21.59,9.656,109.77,4.596,84.059,6573.245,18482.656,4128.593,1.913,192.279,13441.509,2166.401,0.0,0.539,0.023,26.982,1.13,12.024,27.638,286.61,12.001,179.409,7.455,77.668,3.227,90.435,3.787,0.0,0.0,0.696,1.214,2.169,1.504,0.927,1.001,1.527,1.099,0.028,0.345,2.316,1.041,0.0,0.253,0.977,5.99,1.095,0.0,2.282,0.008,0.01,0.02,0.002,665.101,289.345
1984,Oceania,24421099.0,3.218,0.133,241.78,239.735,11.176,4.847,389.869,-125.771,-24.391,16.089,9.977,113.685,4.691,87.277,6815.024,18872.527,4242.278,2.25,221.925,13591.262,2261.295,0.0,0.337,0.014,29.645,1.223,12.418,24.935,149.754,6.18,183.341,7.507,78.503,3.215,94.894,3.916,0.0,0.0,0.764,1.231,1.542,1.486,0.92,1.008,1.527,1.106,0.032,0.378,2.32,1.045,0.0,0.18,0.984,2.656,1.14,0.0,2.268,0.008,0.01,0.02,0.002,608.943,303.271
1985,Oceania,24777603.0,3.514,0.143,251.882,249.757,10.102,4.178,391.822,1.952,0.501,15.939,10.246,123.786,5.036,90.792,7066.906,19264.346999999998,4366.064,2.601,258.942,13733.243,2348.508,0.0,0.352,0.014,37.017,1.506,12.509,27.431,141.981,5.776,204.386,8.249,98.403,3.971,87.213,3.548,0.0,0.0,0.825,1.24,1.53,1.509,0.916,1.015,1.527,1.115,0.036,0.419,2.323,1.045,0.0,0.193,1.186,2.683,1.048,0.0,2.262,0.008,0.01,0.02,0.002,679.684,309.934
1986,Oceania,25149865.0,3.487,0.14,252.363,250.301,0.481,0.191,306.837,-84.984,-21.69,12.299,10.116,122.773,4.921,94.279,7319.27,19571.184999999998,4488.836,2.92,295.272,13789.725,2437.962,0.0,0.319,0.013,36.33,1.456,12.464,23.478,56.483,2.264,194.675,7.741,87.289,3.471,89.455,3.586,0.0,0.0,0.788,1.224,1.174,1.475,0.911,1.021,1.521,1.122,0.039,0.455,2.311,1.045,0.0,0.187,1.192,1.022,1.043,0.0,2.25,0.008,0.01,0.021,0.002,590.475,313.479
1987,Oceania,25544583.0,3.439,0.136,264.348,262.014,11.985,4.749,301.382,-5.456,-1.778,11.896,10.434,130.711,5.159,97.718,7583.618,19872.566,4619.548,3.177,332.158,13828.825,2531.018,0.0,0.256,0.01,36.886,1.456,12.81,22.582,39.1,1.543,182.421,7.141,74.942,2.934,93.056,3.673,0.0,0.0,0.749,1.244,1.133,1.52,0.904,1.027,1.513,1.131,0.042,0.487,2.298,1.046,0.0,0.157,1.115,0.732,1.076,0.0,2.233,0.008,0.01,0.021,0.002,576.848,327.23
1988,Oceania,25956456.0,3.655,0.142,271.777,269.578,7.429,2.81,293.824,-7.558,-2.508,11.415,10.559,135.772,5.275,101.372,7855.395,20166.388,4755.319,3.525,370.525,13852.948,2624.653,0.0,0.348,0.014,38.367,1.491,12.777,22.496,24.124,0.937,180.273,6.945,75.645,2.914,93.635,3.638,0.0,0.0,0.757,1.231,1.078,1.527,0.898,1.033,1.505,1.139,0.045,0.517,2.283,1.046,0.0,0.187,1.106,0.467,1.045,0.0,2.216,0.008,0.01,0.021,0.002,583.918,331.654
1989,Oceania,26377038.0,3.863,0.148,287.94,285.907,16.163,5.947,302.531,8.707,2.963,11.568,11.01,145.918,5.579,105.235,8143.335,20468.921,4901.238,4.06,409.767,13869.721,2723.035,0.0,0.535,0.02,39.243,1.501,13.282,23.003,16.773,0.641,186.391,7.066,78.575,2.979,98.381,3.762,0.0,0.0,0.783,1.286,1.107,1.641,0.893,1.04,1.497,1.149,0.051,0.544,2.268,1.047,0.0,0.352,1.078,0.339,1.079,0.0,2.2,0.008,0.01,0.021,0.002,606.745,350.346
1990,Oceania,26839396.0,3.97,0.149,309.498,307.343,21.558,7.487,324.683,22.152,7.322,12.202,11.631,147.032,5.526,109.205,8452.832,20793.603,5048.27,11.792,451.511,13886.970000000001,2829.328,2.727,7.732,0.291,41.743,1.569,13.861,23.972,17.249,0.648,198.292,7.388,88.782,3.308,106.293,3.995,0.102,2.727,0.803,1.362,1.172,1.69,0.889,1.049,1.491,1.16,0.144,0.571,2.254,1.05,0.147,2.988,1.097,0.347,1.15,1.223,2.189,0.008,0.011,0.021,0.002,643.388,372.026
1991,Oceania,27315329.0,3.69,0.136,311.623,309.454,2.125,0.687,285.013,-39.67,-12.218,10.525,11.507,151.104,5.58,112.895,8764.457,21078.617,5199.374,19.348,492.395,13862.607,2934.957,5.486,7.556,0.279,40.885,1.51,13.768,22.717,-24.364,-0.9,198.868,7.28,87.933,3.219,105.629,3.901,0.102,2.76,0.726,1.344,1.012,1.754,0.883,1.057,1.482,1.172,0.229,0.593,2.233,1.052,0.264,2.757,1.057,-0.49,1.089,1.28,2.177,0.009,0.011,0.022,0.002,620.515,376.081
1992,Oceania,27746645.0,3.471,0.126,318.661,316.47,7.038,2.259,395.006,109.993,38.592,14.36,11.585,155.348,5.648,116.366,9083.117,21473.622,5354.722,27.192,534.933,13940.992,3041.467,8.436,7.844,0.285,42.538,1.546,13.883,24.712,78.386,2.85,196.885,7.096,86.954,3.134,106.51,3.872,0.107,2.95,0.656,1.415,1.422,1.847,0.874,1.067,1.481,1.184,0.313,0.616,2.227,1.055,0.368,3.245,1.085,1.491,1.157,1.364,2.166,0.009,0.011,0.022,0.003,685.663,385.194
1993,Oceania,28154391.0,3.563,0.128,322.915,320.724,4.254,1.335,412.457,17.451,4.418,14.778,11.57,155.457,5.57,119.929,9406.032000000001,21886.078999999998,5510.179,34.847,578.92,14032.849,3150.541,11.616,7.655,0.274,43.987,1.576,13.849,24.506,91.858,3.291,195.264,6.935,86.569,3.075,109.073,3.908,0.114,3.179,0.645,1.419,1.487,1.827,0.865,1.076,1.481,1.196,0.39,0.637,2.224,1.059,0.463,3.274,1.093,1.847,1.183,1.471,2.158,0.009,0.011,0.022,0.003,689.94,389.91
1994,Oceania,28573082.0,4.056,0.143,328.045,325.859,5.13,1.589,390.9,-21.558,-5.227,13.8,11.581,156.592,5.528,123.985,9734.078000000001,22276.98,5666.771,42.274,623.728,14098.174,3262.09,15.228,7.427,0.262,44.807,1.582,13.745,23.433,65.324,2.306,195.569,6.845,88.08,3.083,111.55,3.938,0.128,3.613,0.688,1.427,1.353,1.829,0.857,1.085,1.478,1.207,0.457,0.657,2.215,1.064,0.559,2.36,1.103,1.109,1.206,1.669,2.147,0.009,0.011,0.023,0.003,669.551,392.74
1995,Oceania,29025263.0,3.974,0.138,339.531,337.472,11.486,3.501,575.834,184.935,47.31,20.013,11.8,160.914,5.593,127.959,10073.608,22852.814,5827.686,49.835,670.779,14337.031,3378.55,18.8,7.561,0.263,47.052,1.635,14.027,26.498,238.857,8.301,196.137,6.757,87.234,3.005,116.459,4.048,0.124,3.571,0.637,1.443,1.988,1.828,0.848,1.094,1.488,1.219,0.521,0.676,2.232,1.069,0.638,2.317,1.115,4.397,1.247,1.597,2.14,0.009,0.011,0.023,0.003,769.098,407.135
1996,Oceania,29498696.0,3.828,0.131,348.035,345.845,8.503,2.504,610.383,34.548,6.0,20.875,11.903,165.702,5.667,131.787,10421.643000000002,23463.198999999997,5993.388,57.266,718.934,14602.053,3497.829,22.439,7.43,0.254,48.155,1.647,14.082,26.752,265.023,9.064,189.552,6.426,84.087,2.851,119.279,4.079,0.124,3.639,0.602,1.435,2.016,1.836,0.838,1.103,1.497,1.23,0.577,0.694,2.251,1.074,0.708,2.12,1.093,4.408,1.24,1.639,2.129,0.009,0.012,0.023,0.003,789.14,415.401
1997,Oceania,29964606.0,3.796,0.128,358.497,355.882,10.462,3.006,549.67,-60.713,-9.947,18.509,12.072,172.98,5.825,135.583,10780.140000000001,24012.867,6166.367,64.706,769.525,14795.556,3617.609,26.35,7.44,0.251,50.59,1.704,14.248,25.395,193.503,6.516,191.0,6.374,83.474,2.786,119.78,4.033,0.132,3.911,0.573,1.469,1.728,1.927,0.828,1.112,1.502,1.243,0.63,0.712,2.255,1.078,0.776,2.109,1.144,2.613,1.227,1.748,2.117,0.009,0.012,0.023,0.003,760.941,426.938
1998,Oceania,30420065.0,4.001,0.133,371.793,368.261,13.296,3.709,631.225,81.555,14.837,20.939,12.333,182.507,6.054,139.584,11151.934000000001,24644.090999999997,6348.875,72.984,821.291,15057.307,3738.709,30.491,8.278,0.275,51.766,1.717,14.608,26.849,261.751,8.683,195.999,6.443,87.785,2.886,121.101,4.017,0.137,4.14,0.606,1.53,2.073,2.089,0.819,1.122,1.512,1.257,0.688,0.73,2.273,1.083,0.843,2.46,1.159,4.26,1.225,1.877,2.114,0.009,0.012,0.024,0.003,816.75,444.383
1999,Oceania,30880109.0,4.09,0.134,382.561,380.009,10.768,2.896,585.407,-45.818,-7.259,19.132,12.503,188.191,6.15,143.674,11534.495,25229.499,6537.066,80.873,876.259,15262.773000000001,3861.743,34.879,7.889,0.258,54.968,1.796,14.685,26.883,205.466,6.715,209.96,6.799,104.295,3.377,123.034,4.021,0.143,4.388,0.591,1.539,1.897,2.123,0.81,1.132,1.519,1.272,0.739,0.748,2.282,1.086,0.91,2.391,1.191,3.423,1.214,2.001,2.111,0.009,0.012,0.024,0.003,830.142,453.463
2000,Oceania,31352964.0,4.23,0.136,390.08,387.142,7.519,1.965,652.584,67.177,11.475,21.007,12.557,190.901,6.145,147.905,11924.575,25882.083,6727.967,89.693,932.602,15528.136,3987.4,39.008,8.82,0.284,56.343,1.814,14.707,28.283,265.362,8.542,220.979,7.048,109.928,3.506,125.657,4.045,0.133,4.129,0.584,1.529,2.118,2.074,0.801,1.142,1.53,1.286,0.795,0.765,2.303,1.09,0.963,2.541,1.186,5.009,1.223,1.909,2.11,0.009,0.013,0.024,0.003,886.746,461.114
2001,Oceania,31847231.0,4.113,0.13,400.358,397.022,10.278,2.635,566.401,-86.183,-13.206,17.947,12.686,196.197,6.217,152.018,12324.932,26448.483999999997,6924.164,98.608,992.673,15696.807,4114.187,43.282,8.915,0.282,60.071,1.903,14.911,27.883,168.671,5.345,232.935,7.314,120.159,3.773,126.787,4.017,0.135,4.274,0.543,1.557,1.859,2.119,0.791,1.152,1.535,1.3,0.848,0.784,2.311,1.094,1.015,2.656,1.253,3.54,1.225,2.004,2.114,0.009,0.013,0.025,0.003,887.988,474.887
2002,Oceania,32366012.0,4.079,0.127,405.958,402.296,5.6,1.399,509.85,-56.551,-9.984,15.894,12.655,197.318,6.151,156.096,12730.889000000001,26958.333,7121.483,107.38,1053.422,15803.841,4244.572,47.937,8.772,0.273,60.75,1.894,14.88,25.486,107.035,3.337,227.262,7.022,114.002,3.522,130.385,4.065,0.145,4.654,0.519,1.545,1.623,2.038,0.78,1.161,1.537,1.314,0.899,0.8,2.309,1.098,1.07,2.702,1.23,2.087,1.262,2.152,2.112,0.009,0.013,0.025,0.003,824.892,481.591
2003,Oceania,32894562.0,4.158,0.128,415.715,411.658,9.757,2.403,696.668,186.819,36.642,21.365,12.749,203.972,6.255,160.254,13146.605000000001,27655.000999999997,7325.455,115.263,1112.137,16088.327000000001,4380.903,52.593,7.884,0.242,58.714,1.801,14.886,25.592,284.485,8.725,184.34,5.604,77.929,2.369,136.331,4.181,0.143,4.656,0.481,1.502,2.064,1.939,0.768,1.17,1.546,1.325,0.938,0.813,2.329,1.103,1.119,2.288,1.147,4.682,1.286,2.106,2.105,0.009,0.013,0.025,0.003,841.854,489.681
2004,Oceania,33419057.0,4.088,0.123,429.569,424.874,13.854,3.332,653.932,-42.736,-6.134,19.737,12.965,210.958,6.367,164.342,13576.173,28308.932999999997,7536.412,123.194,1172.479,16316.001,4522.478,57.269,7.931,0.239,60.342,1.821,15.086,25.67,227.674,6.872,206.357,6.175,99.654,2.982,141.575,4.273,0.141,4.676,0.453,1.5,1.921,1.94,0.755,1.178,1.553,1.337,0.975,0.826,2.343,1.108,1.161,2.315,1.142,4.213,1.287,2.019,2.101,0.009,0.014,0.026,0.003,857.872,504.171
2005,Oceania,33956166.0,4.288,0.127,434.553,429.573,4.984,1.16,553.961,-99.971,-15.288,16.452,12.906,210.301,6.246,168.63,14010.727,28862.895999999997,7746.713,131.615,1234.801,16439.075,4666.989,61.978,8.421,0.25,62.322,1.851,15.072,22.508,123.075,3.655,187.954,5.535,78.571,2.314,144.511,4.292,0.14,4.709,0.443,1.467,1.605,1.821,0.742,1.185,1.554,1.347,1.014,0.838,2.344,1.114,1.198,2.421,1.154,2.516,1.301,1.944,2.087,0.009,0.014,0.026,0.003,764.298,511.784
2006,Oceania,34540357.0,4.479,0.131,440.741,435.69,6.188,1.424,544.489,-9.472,-1.71,15.894,12.866,213.922,6.245,173.109,14451.467,29407.384,7960.635,140.366,1298.411,16546.38,4812.4,66.546,8.75,0.255,63.611,1.857,15.036,23.923,107.305,3.132,208.099,6.025,96.342,2.789,145.412,4.245,0.133,4.567,0.424,1.439,1.514,1.754,0.728,1.192,1.553,1.355,1.053,0.849,2.342,1.118,1.226,2.518,1.145,2.012,1.296,1.806,2.078,0.009,0.014,0.026,0.003,826.292,519.363
2007,Oceania,35190038.0,4.706,0.135,448.667,442.086,7.926,1.798,587.448,42.958,7.89,16.828,12.853,210.911,6.042,177.815,14900.135,29994.831,8171.545999999999,149.357,1367.939,16688.93,4962.103,71.375,8.992,0.258,69.527,1.992,15.014,23.901,142.55,4.084,204.173,5.802,91.867,2.611,149.702,4.288,0.138,4.829,0.415,1.423,1.626,1.65,0.713,1.197,1.555,1.362,1.092,0.862,2.347,1.124,1.255,2.62,1.207,3.103,1.33,1.86,2.072,0.009,0.014,0.027,0.003,841.093,528.335
2008,Oceania,35890356.0,4.554,0.128,453.682,448.137,5.015,1.118,781.121,193.673,32.969,21.935,12.74,213.612,5.999,182.369,15353.816,30775.952999999998,8385.159000000001,158.834,1437.784,17020.075,5113.491,76.179,9.477,0.266,69.846,1.961,14.88,25.217,331.145,9.299,185.827,5.178,76.739,2.138,151.388,4.251,0.135,4.804,0.396,1.414,2.114,1.618,0.699,1.203,1.565,1.367,1.134,0.873,2.375,1.129,1.281,2.831,1.178,6.785,1.351,1.848,2.065,0.009,0.015,0.027,0.003,905.06,534.049
2009,Oceania,36593542.0,4.468,0.123,452.965,447.7,-0.717,-0.158,612.001,-169.12,-21.651,16.853,12.473,213.241,5.872,186.837,15806.782000000001,31387.953999999998,8598.400000000001,168.345,1508.629,17183.014,5263.862,80.709,9.511,0.262,70.845,1.951,14.572,22.768,162.94,4.487,189.685,5.184,80.644,2.204,150.371,4.141,0.125,4.53,0.378,1.436,1.662,1.635,0.685,1.208,1.567,1.373,1.174,0.885,2.38,1.135,1.303,2.879,1.225,3.09,1.372,1.856,2.057,0.009,0.015,0.027,0.003,833.145,533.259
2010,Oceania,37254081.0,4.167,0.113,451.682,446.967,-1.283,-0.283,1020.589,408.588,66.763,27.601,12.215,207.32,5.607,191.004,16258.464000000002,32408.543999999998,8805.720000000001,178.098,1581.551,17756.532,5416.646,85.444,9.753,0.264,72.922,1.972,14.378,26.549,573.518,15.51,180.007,4.832,69.687,1.871,152.784,4.132,0.128,4.736,0.33,1.354,2.627,1.486,0.67,1.212,1.586,1.375,1.213,0.895,2.439,1.14,1.327,2.858,1.171,10.451,1.349,1.924,2.049,0.009,0.015,0.028,0.003,989.069,535.644
2011,Oceania,37890092.0,4.079,0.108,450.4,445.101,-1.282,-0.284,765.571,-255.018,-24.987,20.354,11.974,199.036,5.292,195.083,16708.862999999998,33174.115000000005,9004.756000000001,187.513,1655.941,18076.311,5575.338,90.232,9.415,0.25,74.39,1.978,14.046,25.376,319.778,8.502,231.19,6.102,118.571,3.129,158.692,4.219,0.127,4.787,0.3,1.305,1.924,1.351,0.653,1.214,1.593,1.375,1.247,0.905,2.463,1.146,1.344,2.621,1.16,6.058,1.397,1.74,2.045,0.009,0.015,0.028,0.003,961.51,532.221
2012,Oceania,38550533.0,4.134,0.108,453.473,449.097,3.074,0.682,645.836,-119.735,-15.64,16.874,11.848,197.366,5.157,199.217,17162.337,33819.951,9202.122000000001,197.179,1732.243,18273.282,5736.747,94.828,9.665,0.253,76.303,1.994,13.908,23.446,196.97,5.146,232.281,6.025,119.449,3.099,161.409,4.217,0.12,4.597,0.296,1.296,1.589,1.324,0.637,1.216,1.592,1.373,1.279,0.914,2.471,1.152,1.357,2.563,1.165,3.485,1.404,1.661,2.039,0.01,0.016,0.029,0.003,903.866,536.155
2013,Oceania,39233928.0,3.926,0.101,446.241,441.709,-7.233,-1.595,657.858,12.021,1.861,16.886,11.454,183.758,4.717,203.143,17608.576,34477.806000000004,9385.879,207.223,1810.519,18489.77,5902.746,99.066,10.045,0.258,78.275,2.009,13.273,20.717,216.489,5.557,183.422,4.675,80.319,2.047,165.998,4.261,0.109,4.238,0.27,1.264,1.628,1.225,0.621,1.218,1.593,1.37,1.311,0.923,2.483,1.159,1.36,2.607,1.188,4.231,1.434,1.439,2.025,0.01,0.016,0.029,0.003,812.825,520.752
2014,Oceania,39918740.0,3.797,0.096,442.859,436.738,-3.381,-0.758,577.769,-80.088,-12.174,14.573,11.17,175.528,4.427,206.941,18051.434999999998,35055.576,9561.408000000001,218.276,1890.356,18630.561,6070.652,103.804,11.052,0.279,79.837,2.014,12.955,20.177,140.791,3.551,193.11,4.838,92.495,2.317,167.907,4.235,0.12,4.738,0.253,1.249,1.414,1.169,0.605,1.218,1.59,1.366,1.348,0.932,2.483,1.165,1.368,2.858,1.204,2.609,1.447,1.551,2.012,0.01,0.016,0.029,0.003,805.445,517.165
2015,Oceania,40615011.0,3.74,0.093,452.079,445.755,9.22,2.082,538.095,-39.674,-6.867,13.338,11.206,181.715,4.504,210.68,18503.515,35593.673,9743.123000000001,230.597,1970.98,18722.323,6239.581,108.554,12.321,0.305,80.624,1.998,13.119,19.181,91.761,2.274,193.441,4.763,88.915,2.189,168.929,4.187,0.118,4.75,0.258,1.277,1.314,1.239,0.59,1.22,1.585,1.363,1.391,0.94,2.478,1.171,1.375,3.209,1.191,1.659,1.428,1.565,1.999,0.01,0.016,0.029,0.003,779.039,532.839
2016,Oceania,41347228.0,3.46,0.084,460.608,453.58,8.529,1.887,630.615,92.52,17.194,15.352,11.213,186.661,4.544,214.14,18964.123,36224.287000000004,9929.784000000001,244.371,2053.76,18898.704,6408.907,113.162,13.775,0.335,82.779,2.015,13.038,19.901,176.383,4.294,172.318,4.168,75.418,1.824,169.326,4.122,0.112,4.608,0.232,1.301,1.584,1.302,0.576,1.222,1.585,1.362,1.442,0.948,2.486,1.176,1.381,3.683,1.191,4.003,1.415,1.533,1.986,0.01,0.017,0.03,0.004,822.844,539.081
2017,Oceania,42093978.0,3.503,0.084,465.37,458.823,4.762,1.034,611.167,-19.448,-3.084,14.612,11.126,184.577,4.413,217.643,19429.494,36835.454000000005,10114.36,260.422,2138.632,19050.983,6580.737,117.698,16.051,0.384,84.873,2.029,12.881,19.911,152.278,3.641,193.163,4.589,95.88,2.278,171.831,4.108,0.108,4.537,0.232,1.293,1.52,1.272,0.563,1.223,1.584,1.36,1.502,0.956,2.492,1.181,1.385,4.144,1.191,3.599,1.414,1.498,1.977,0.01,0.017,0.03,0.004,838.139,542.227
2018,Oceania,42815507.0,3.393,0.08,468.624,461.032,3.254,0.699,563.734,-47.433,-7.761,13.248,11.013,177.708,4.176,221.036,19898.117,37399.189,10292.068000000001,278.44,2225.738,19152.913,6758.594,122.242,18.018,0.423,87.105,2.047,12.761,18.839,101.928,2.395,193.093,4.51,94.677,2.211,177.857,4.18,0.107,4.544,0.218,1.276,1.389,1.205,0.549,1.224,1.581,1.357,1.57,0.963,2.493,1.187,1.389,4.426,1.166,2.651,1.452,1.499,1.965,0.01,0.017,0.03,0.004,806.585,546.378
2019,Oceania,43504533.0,3.48,0.08,470.051,462.066,1.427,0.305,550.07,-13.664,-2.424,12.721,10.87,173.593,4.014,224.515,20368.166999999998,37949.259000000005,10465.661000000002,299.628,2315.286,19239.52,6936.277,126.801,21.188,0.49,89.549,2.071,12.695,17.704,86.608,2.003,178.4,4.101,80.749,1.856,177.683,4.109,0.105,4.559,0.214,1.267,1.345,1.181,0.536,1.225,1.577,1.354,1.649,0.97,2.492,1.192,1.393,4.868,1.173,2.287,1.432,1.494,1.949,0.01,0.017,0.031,0.004,770.192,552.285
2020,Oceania,44079302.0,3.227,0.074,449.667,441.8,-20.384,-4.337,583.096,33.026,6.004,13.307,10.262,164.717,3.759,227.743,20817.835,38532.357,10630.378,317.794,2408.285,19378.915,7102.488,131.147,18.166,0.415,92.999,2.122,11.952,17.04,139.396,3.181,160.673,3.645,68.484,1.554,166.211,3.793,0.099,4.347,0.197,1.28,1.512,1.155,0.524,1.226,1.576,1.35,1.711,0.978,2.498,1.198,1.395,4.529,1.229,4.053,1.516,1.473,1.931,0.009,0.018,0.031,0.004,751.128,526.819
2021,Oceania,44558538.0,3.296,0.074,439.662,431.532,-10.005,-2.225,564.869,-18.227,-3.126,12.752,9.925,160.362,3.62,231.039,21257.498,39097.228,10790.740000000002,334.036,2496.987,19509.565,7268.963,135.733,16.242,0.367,88.701,2.002,11.498,16.897,130.649,2.949,166.035,3.726,76.209,1.71,166.475,3.758,0.104,4.586,0.194,1.189,1.393,1.06,0.511,1.226,1.573,1.345,1.76,0.982,2.504,1.203,1.399,4.006,1.12,3.677,1.444,1.521,1.912,0.009,0.018,0.031,0.004,752.921,512.325
