year,country,population,cement_co2,cement_co2_per_capita,co2,co2 (GCP),co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_per_capita,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1919,Africa,149751440.0,0.0,0.0,25.443,25.443,0.718,2.905,93.95,-1.422,-1.491,0.628,0.17,24.751,0.165,0.0,331.944,1559.593,329.24,,0.0,21473.049,2.703,,,,0.0,0.0,0.484,3.417,389.0,2.601,129.925,0.868,40.64,0.271,0.692,0.005,,,0.0,0.839,1.25,0.91,0.0,0.332,0.441,0.344,,0.0,8.326,0.072,,,0.0,8.681,0.253,,4.222,0.003,0.006,0.009,0.001,511.637,72.498
1920,Africa,150865200.0,0.0,0.0,28.052,28.052,2.609,10.253,134.688,40.738,43.361,0.894,0.186,27.594,0.183,0.0,359.995,1694.281,356.834,,0.0,21898.564,3.161,,,,0.0,0.0,0.503,3.559,425.516,2.824,131.62,0.872,42.165,0.279,0.458,0.003,,,0.0,0.793,1.654,0.881,0.0,0.348,0.469,0.361,,0.0,8.342,0.077,,,0.0,9.243,0.127,,4.241,0.003,0.006,0.009,0.001,536.909,75.859
1921,Africa,152239781.0,0.0,0.0,27.986,27.986,-0.066,-0.235,157.493,22.805,16.932,1.036,0.184,27.425,0.18,0.0,387.981,1851.774,384.259,,0.0,22366.572,3.722,,,,0.0,0.0,0.502,3.746,468.009,3.078,133.342,0.876,43.726,0.287,0.561,0.004,,,0.0,0.901,1.982,1.026,0.0,0.364,0.501,0.379,,0.0,8.366,0.083,,,0.0,9.672,0.141,,4.271,0.003,0.006,0.01,0.001,570.263,76.404
1922,Africa,153876862.0,0.0,0.0,23.97,23.97,-4.016,-14.349,158.691,1.197,0.76,1.033,0.156,23.435,0.152,0.0,411.951,2010.465,407.694,,0.0,22870.768,4.256,,,,0.0,0.0,0.473,3.893,504.194,3.281,134.913,0.877,45.472,0.296,0.534,0.003,,,0.0,0.737,1.97,0.845,0.0,0.375,0.533,0.391,,0.0,8.404,0.086,,,0.0,10.498,0.122,,4.302,0.003,0.006,0.01,0.001,598.973,72.848
1923,Africa,155780482.0,0.0,0.0,29.045,29.045,5.075,21.171,164.99,6.299,3.97,1.06,0.187,28.572,0.184,0.0,440.995,2175.455,436.266,,0.0,23386.914,4.729,,,,0.0,0.0,0.508,3.961,516.148,3.317,137.173,0.881,47.325,0.304,0.473,0.003,,,0.0,0.787,1.919,0.907,0.0,0.388,0.563,0.406,,0.0,8.441,0.087,,,0.0,10.517,0.097,,4.33,0.003,0.007,0.01,0.001,617.036,79.071
1924,Africa,157712366.0,0.0,0.0,30.631,30.631,1.587,5.462,168.88,3.89,2.358,1.072,0.194,30.126,0.191,0.0,471.626,2344.335,466.392,,0.0,23916.086,5.234,,,,0.0,0.0,0.517,4.006,529.17,3.359,139.214,0.883,49.205,0.312,0.505,0.003,,,0.0,0.827,1.958,0.955,0.0,0.402,0.594,0.422,,0.0,8.482,0.089,,,0.0,10.753,0.104,,4.36,0.003,0.007,0.011,0.001,631.862,81.587
1925,Africa,159672951.0,0.0,0.0,32.185,32.185,1.554,5.072,184.956,16.076,9.519,1.16,0.202,31.624,0.198,0.0,503.811,2529.291,498.016,,0.0,24474.883,5.795,,,,0.0,0.0,0.526,4.177,558.797,3.504,141.17,0.884,51.031,0.32,0.561,0.004,,,0.0,0.86,2.136,1.003,0.0,0.416,0.627,0.438,,0.0,8.531,0.09,,,0.0,11.361,0.111,,4.395,0.003,0.007,0.011,0.001,666.895,83.986
1926,Africa,161662674.0,0.0,0.0,34.438,34.438,2.253,7.001,178.158,-6.798,-3.675,1.103,0.213,33.903,0.21,0.0,538.249,2707.448,531.919,,0.0,25018.441,6.33,,,,0.0,0.0,0.539,4.081,543.56,3.366,143.228,0.886,52.723,0.326,0.535,0.003,,,0.0,0.936,2.07,1.099,0.0,0.432,0.657,0.456,,0.0,8.573,0.092,,,0.0,11.025,0.106,,4.428,0.003,0.007,0.011,0.001,659.814,87.188
1927,Africa,163681990.0,0.0,0.0,33.841,33.841,-0.597,-1.734,221.961,43.803,24.587,1.358,0.207,33.269,0.203,0.0,572.09,2929.409,565.189,,0.0,25577.641,6.901,,,,0.0,0.0,0.536,4.142,559.2,3.42,145.56,0.889,54.202,0.331,0.572,0.003,,,0.0,0.843,2.472,0.989,0.0,0.444,0.696,0.471,,0.0,8.618,0.092,,,0.0,11.261,0.103,,4.461,0.003,0.008,0.012,0.001,677.974,87.815
1928,Africa,165731367.0,0.127,0.001,34.77,34.77,0.93,2.747,226.347,4.386,1.976,1.367,0.21,33.815,0.204,0.127,606.86,3155.756,599.004,,0.0,26124.955,7.729,,,,0.0,0.0,0.54,4.042,547.314,3.306,147.49,0.89,55.388,0.334,0.828,0.005,,,0.358,0.87,2.533,1.022,0.154,0.457,0.734,0.485,,0.0,8.659,0.096,,,0.0,11.079,0.146,,4.491,0.003,0.008,0.012,0.001,669.941,89.569
1929,Africa,167813287.0,0.366,0.002,35.802,35.802,1.031,2.966,238.038,11.691,5.165,1.42,0.214,34.59,0.206,0.493,642.662,3393.794,633.594,,0.0,26688.861,8.575,,,,0.0,0.0,0.545,4.119,563.907,3.364,149.446,0.891,56.201,0.335,0.846,0.005,,,0.992,0.835,2.592,0.982,0.412,0.469,0.773,0.499,,0.0,8.704,0.099,,,0.0,11.522,0.136,,4.52,0.003,0.008,0.012,0.001,691.266,91.453
1930,Africa,169928217.0,0.261,0.002,33.696,33.696,-2.106,-5.882,270.511,32.473,13.642,1.594,0.199,32.555,0.192,0.754,676.357,3664.305,666.148,,0.0,27374.598,9.455,,,,0.0,0.0,0.528,4.488,685.737,4.04,150.97,0.888,56.561,0.333,0.88,0.005,,,0.734,0.851,3.013,1.012,0.486,0.48,0.818,0.512,,0.0,8.784,0.102,,,0.0,13.659,0.147,,4.563,0.003,0.008,0.013,0.001,762.639,89.77
1931,Africa,172076932.0,0.266,0.002,29.464,29.464,-4.232,-12.559,297.169,26.658,9.855,1.729,0.171,28.307,0.165,1.02,705.821,3961.474,694.455,,0.0,28150.438,10.345,,,,0.0,0.0,0.499,4.748,775.839,4.514,152.562,0.887,56.492,0.328,0.89,0.005,,,0.861,0.832,3.406,0.999,0.548,0.488,0.867,0.522,,0.0,8.885,0.105,,,0.0,14.964,0.153,,4.615,0.004,0.008,0.013,0.001,817.065,85.848
1932,Africa,174259628.0,0.432,0.002,26.623,26.623,-2.841,-9.642,308.574,11.405,3.838,1.773,0.153,25.355,0.146,1.453,732.444,4270.048,719.81,,0.0,28974.896,11.181,,,,0.0,0.0,0.48,4.85,824.458,4.737,154.367,0.886,56.124,0.322,0.835,0.005,,,1.751,0.834,3.662,1.005,0.689,0.496,0.918,0.531,,0.0,8.997,0.108,,,0.0,15.754,0.15,,4.672,0.004,0.009,0.013,0.001,845.103,83.587
1933,Africa,176476818.0,0.464,0.003,28.491,28.491,1.868,7.018,407.189,98.614,31.958,2.31,0.162,27.29,0.155,1.917,760.935,4677.237,747.1,,0.0,29839.803,11.917,,,,0.0,0.0,0.49,4.948,864.905,4.907,156.631,0.888,55.538,0.315,0.736,0.004,,,1.948,0.847,4.702,1.034,0.817,0.504,0.987,0.541,,0.0,9.115,0.108,,,0.0,16.327,0.121,,4.73,0.004,0.009,0.014,0.001,873.234,86.543
1934,Africa,178726971.0,0.534,0.003,32.539,32.539,4.048,14.208,398.688,-8.5,-2.088,2.233,0.182,31.324,0.175,2.452,793.474,5075.925,778.424,,0.0,30691.357,12.599,,,,0.0,0.0,0.514,4.821,851.555,4.77,159.039,0.89,54.813,0.307,0.682,0.004,,,1.874,0.89,4.433,1.087,0.931,0.513,1.051,0.552,,0.0,9.225,0.108,,,0.0,15.953,0.106,,4.779,0.004,0.009,0.014,0.001,861.629,91.861
1935,Africa,181010603.0,0.61,0.003,35.91,35.91,3.37,10.358,418.866,20.178,5.061,2.317,0.199,34.743,0.192,3.061,829.384,5494.791,813.167,,0.0,31575.047,13.156,,,,0.0,0.0,0.533,4.908,883.69,4.888,161.419,0.892,54.029,0.298,0.557,0.003,,,1.902,0.936,4.604,1.159,1.037,0.523,1.117,0.565,,0.0,9.343,0.107,,,0.0,16.796,0.08,,4.829,0.004,0.01,0.015,0.001,888.379,96.503
1936,Africa,183328236.0,0.691,0.004,39.016,39.016,3.106,8.651,352.526,-66.34,-15.838,1.925,0.213,37.765,0.206,3.752,868.4,5847.316,850.932,,0.0,32465.537,13.716,,,,0.0,0.0,0.55,4.944,890.49,4.863,165.275,0.902,53.265,0.291,0.561,0.003,,,1.783,0.927,3.707,1.149,1.123,0.534,1.166,0.578,,0.0,9.458,0.105,,,0.0,16.8,0.074,,4.875,0.004,0.01,0.015,0.001,906.409,100.881
1937,Africa,185680386.0,0.727,0.004,41.844,41.844,2.828,7.249,357.79,5.264,1.493,1.929,0.226,40.582,0.219,4.479,910.244,6205.106,891.514,,0.0,33356.109,14.251,,,,0.0,0.0,0.567,4.895,890.572,4.802,169.449,0.913,52.601,0.283,0.535,0.003,,,1.782,0.931,3.627,1.171,1.195,0.544,1.214,0.591,,0.0,9.568,0.102,,,0.0,16.589,0.063,,4.918,0.004,0.01,0.015,0.001,908.966,105.26
1938,Africa,188067589.0,0.75,0.004,44.013,44.013,2.169,5.183,363.8,6.011,1.68,1.937,0.234,42.56,0.227,5.229,954.257,6568.907,934.074,,0.0,34286.117,14.955,,,,0.0,0.0,0.579,5.074,930.008,4.951,173.658,0.923,52.118,0.277,0.703,0.004,,,1.947,1.041,3.771,1.317,1.265,0.556,1.261,0.607,,0.0,9.684,0.101,,,0.0,17.165,0.085,,4.967,0.004,0.011,0.016,0.001,954.339,108.967
1939,Africa,190609541.0,0.73,0.004,46.853,46.853,2.84,6.452,379.223,15.423,4.239,1.992,0.246,43.957,0.231,5.959,1001.11,6948.13,978.031,,0.11,35219.863,17.01,,,,0.11,0.001,0.603,5.069,933.745,4.905,179.437,0.941,51.894,0.272,2.056,0.011,,,2.047,1.048,3.859,1.279,1.327,0.569,1.309,0.621,,0.005,9.8,0.109,,,0.078,17.43,0.241,,5.014,0.004,0.011,0.016,0.001,966.175,114.857
1940,Africa,193310936.0,0.653,0.003,49.649,49.649,2.796,5.968,467.079,87.856,23.167,2.419,0.257,46.039,0.238,6.612,1050.759,7415.209,1024.07,,0.202,36527.242,19.876,,,,0.092,0.0,0.615,6.033,1307.38,6.771,183.532,0.949,52.009,0.269,2.865,0.015,,,2.078,1.016,4.516,1.213,1.376,0.581,1.37,0.635,,0.008,10.011,0.12,,,0.06,23.952,0.318,,5.084,0.005,0.011,0.017,0.001,1166.34,118.952
1941,Africa,196179606.0,0.72,0.004,54.023,54.023,4.374,8.81,586.987,119.908,25.672,2.996,0.276,49.442,0.252,7.331,1104.783,8002.196,1073.512,,0.3,38107.496,23.639,,,,0.099,0.001,0.638,6.757,1580.257,8.065,188.561,0.961,56.806,0.29,3.763,0.019,,,1.662,1.081,5.467,1.272,1.4,0.594,1.45,0.65,,0.011,10.283,0.136,,,0.064,27.539,0.412,,5.168,0.005,0.012,0.018,0.001,1325.626,125.159
1942,Africa,199217449.0,0.77,0.004,58.823,58.823,4.799,8.884,640.223,53.236,9.069,3.218,0.296,54.304,0.273,8.102,1163.605,8642.419,1127.816,,0.407,39842.059,27.281,,,,0.106,0.001,0.663,7.163,1734.561,8.717,193.851,0.973,69.302,0.348,3.642,0.018,,,2.008,1.181,5.955,1.389,1.441,0.61,1.536,0.667,,0.014,10.586,0.149,,,0.064,30.066,0.422,,5.263,0.005,0.012,0.018,0.001,1427.06,132.05
1943,Africa,202429523.0,0.809,0.004,60.12,60.12,1.297,2.204,666.307,26.084,4.074,3.296,0.297,55.237,0.273,8.91,1223.725,9308.726,1183.053,,0.524,41683.613,31.238,,,,0.117,0.001,0.667,7.435,1841.553,9.108,198.793,0.982,87.585,0.433,3.957,0.02,,,2.326,1.185,6.172,1.407,1.493,0.625,1.623,0.684,,0.017,10.91,0.163,,,0.064,32.19,0.427,,5.364,0.005,0.013,0.019,0.001,1505.066,135.075
1944,Africa,205701845.0,0.969,0.005,66.633,66.633,6.513,10.834,630.088,-36.219,-5.436,3.067,0.324,61.371,0.299,9.879,1290.358,9938.813,1244.423,,0.655,43549.449,35.4,,,,0.131,0.001,0.7,7.501,1865.839,9.082,204.459,0.994,109.749,0.534,4.162,0.02,,,4.275,1.291,5.801,1.586,1.594,0.642,1.701,0.704,,0.02,11.23,0.175,,,0.066,32.743,0.389,,5.467,0.005,0.013,0.02,0.001,1542.948,144.012
1945,Africa,209035597.0,0.937,0.004,67.527,67.527,0.894,1.342,841.463,211.375,33.547,4.03,0.323,62.303,0.298,10.816,1357.885,10780.276,1306.727,,0.79,45485.625,39.552,,,,0.136,0.001,0.703,7.733,1936.176,9.274,209.797,1.004,133.883,0.64,4.151,0.02,,,4.077,1.574,8.43,2.077,1.683,0.661,1.814,0.727,,0.023,11.56,0.185,,,0.063,34.014,0.397,,5.583,0.005,0.014,0.021,0.001,1616.429,146.962
1946,Africa,212431973.0,1.144,0.005,68.159,68.159,0.632,0.936,646.941,-194.522,-23.117,3.049,0.321,62.938,0.297,11.961,1426.045,11427.219,1369.664,,0.925,47450.852,43.494,,,,0.135,0.001,0.706,7.862,1965.225,9.262,215.46,1.014,158.079,0.744,3.942,0.019,,,3.152,1.479,6.308,1.945,1.762,0.679,1.89,0.748,,0.025,11.889,0.194,,,0.06,34.798,0.356,,5.697,0.005,0.015,0.021,0.001,1670.179,149.922
1947,Africa,215892205.0,1.281,0.006,67.935,67.935,-0.225,-0.33,855.514,208.573,32.24,3.968,0.315,62.415,0.289,13.241,1493.979,12282.731,1432.079,,1.061,49437.562,47.598,,,,0.136,0.001,0.702,7.933,1986.709,9.214,220.64,1.022,180.428,0.836,4.104,0.019,,,2.969,1.315,7.92,1.723,1.834,0.694,1.996,0.767,,0.027,12.214,0.201,,,0.055,35.248,0.329,,5.807,0.006,0.015,0.022,0.001,1712.571,151.475
1948,Africa,219417537.0,1.424,0.006,71.733,71.733,3.798,5.591,925.309,69.795,8.158,4.222,0.327,64.359,0.294,14.666,1565.713,13208.041,1496.438,,1.2,51457.547,53.409,,,,0.139,0.001,0.721,8.103,2019.986,9.218,227.107,1.035,199.019,0.907,5.811,0.027,,,2.758,1.317,8.413,1.721,1.896,0.71,2.109,0.786,,0.029,12.541,0.213,,,0.049,36.394,0.424,,5.92,0.006,0.016,0.023,0.002,1777.832,158.26
1949,Africa,223283535.0,1.532,0.007,77.324,77.324,5.59,7.793,944.529,19.22,2.077,4.236,0.347,68.58,0.308,16.198,1643.036,14152.569,1565.019,0.0,1.339,53502.523,60.48,,0.0,0.0,0.14,0.001,0.748,8.155,2044.98,9.17,233.832,1.047,211.945,0.949,7.072,0.032,,,2.632,1.486,8.844,1.933,1.947,0.728,2.222,0.807,,0.03,12.868,0.23,,,0.047,37.343,0.546,,6.037,0.006,0.016,0.024,0.002,1820.92,167.001
1950,Africa,227776838.0,2.014,0.009,94.868,94.868,17.544,22.69,2118.225,1173.696,124.263,9.311,0.417,68.983,0.303,18.212,1737.904,16270.795,1634.002,0.0,1.343,55550.039,84.347,,0.0,0.0,0.004,0.0,0.945,8.297,2047.512,9.0,268.159,1.177,217.296,0.954,23.867,0.105,,,3.011,1.6,17.452,1.777,2.026,0.75,2.507,0.826,0.0,0.028,13.164,0.302,,0.0,0.001,32.987,1.54,,6.158,0.006,0.017,0.025,0.002,1889.79,215.192
1951,Africa,232557383.0,2.269,0.01,101.125,101.125,6.257,6.596,2118.808,0.583,0.028,9.122,0.435,72.749,0.313,20.481,1839.029,18389.604,1706.751,0.0,1.347,57593.676,110.451,,0.0,0.0,0.004,0.0,0.976,8.243,2043.638,8.799,278.674,1.198,215.995,0.929,26.104,0.112,,,2.995,1.585,16.373,1.78,2.102,0.772,2.778,0.845,0.0,0.026,13.439,0.373,,0.0,0.001,31.154,1.519,,6.27,0.006,0.018,0.026,0.002,1916.99,227.021
1952,Africa,237539907.0,2.327,0.01,110.325,110.325,9.2,9.098,2123.596,4.788,0.226,8.951,0.465,79.383,0.335,22.808,1949.354,20513.199,1786.134,0.0,1.354,59631.418,139.059,,0.0,0.0,0.007,0.0,1.001,8.077,2037.741,8.59,285.493,1.202,210.876,0.888,28.608,0.121,,,2.882,1.706,16.404,1.969,2.161,0.797,3.039,0.867,0.0,0.024,13.707,0.442,,0.0,0.002,31.456,1.574,,6.377,0.007,0.018,0.027,0.002,1918.504,237.88
1953,Africa,242685413.0,2.637,0.011,112.007,112.007,1.682,1.524,2170.807,47.211,2.223,8.957,0.462,79.053,0.326,25.445,2061.362,22684.006,1865.187,0.0,1.369,61713.391,169.361,,0.0,0.0,0.015,0.0,1.024,8.034,2081.975,8.59,299.73,1.235,202.893,0.836,30.302,0.125,,,2.945,1.684,16.396,1.946,2.223,0.821,3.296,0.888,0.0,0.022,13.974,0.507,,0.0,0.003,31.597,1.565,,6.483,0.007,0.019,0.028,0.002,1949.653,248.422
1954,Africa,248006202.0,3.041,0.012,117.536,117.536,5.529,4.936,2241.218,70.41,3.244,9.049,0.475,81.77,0.33,28.486,2178.898,24925.225,1946.957,0.0,1.391,63859.234,202.065,,0.0,0.0,0.022,0.0,1.047,8.058,2145.84,8.664,311.035,1.254,193.003,0.778,32.704,0.132,,,3.131,1.731,16.276,2.017,2.294,0.845,3.55,0.909,0.0,0.021,14.235,0.57,,0.0,0.004,30.741,1.593,,6.587,0.007,0.02,0.029,0.002,1998.498,259.658
1955,Africa,253538227.0,3.409,0.013,129.402,129.402,11.866,10.096,2309.473,68.255,3.045,9.121,0.511,91.675,0.362,31.894,2308.3,27234.697,2038.632,0.0,1.413,66060.969,236.361,,0.0,0.0,0.022,0.0,1.095,8.089,2201.732,8.696,323.066,1.274,182.161,0.718,34.297,0.135,,,3.173,1.738,15.854,2.09,2.364,0.87,3.801,0.933,0.0,0.019,14.496,0.627,,0.0,0.004,30.909,1.492,,6.686,0.008,0.02,0.03,0.002,2050.818,277.728
1956,Africa,259271778.0,3.517,0.014,135.106,135.106,5.704,4.408,2376.096,66.622,2.885,9.177,0.522,95.594,0.369,35.411,2443.406,29610.793,2134.226,0.0,1.442,68323.641,272.328,,0.0,0.0,0.029,0.0,1.12,8.08,2262.679,8.739,336.114,1.296,171.322,0.661,35.966,0.139,,,3.019,1.705,15.688,2.074,2.416,0.894,4.047,0.957,0.0,0.018,14.759,0.677,,0.0,0.005,31.341,1.44,,6.781,0.008,0.021,0.031,0.002,2094.962,290.411
1957,Africa,265129071.0,3.681,0.014,141.593,141.593,6.487,4.801,2458.255,82.159,3.458,9.285,0.535,99.299,0.375,39.092,2585.0,32069.049,2233.525,0.0,1.464,70661.734,310.919,,0.0,0.0,0.022,0.0,1.146,8.089,2338.088,8.831,349.288,1.317,161.443,0.609,38.591,0.146,,,3.006,1.73,15.85,2.116,2.461,0.918,4.292,0.981,0.0,0.017,15.026,0.726,,0.0,0.003,31.926,1.478,,6.874,0.008,0.022,0.033,0.002,2144.686,303.745
1958,Africa,271042087.0,3.989,0.015,148.671,148.671,7.078,4.999,2553.04,94.786,3.856,9.433,0.549,103.144,0.381,43.081,2733.67,34622.086,2336.669,0.0,1.482,73087.953,352.439,,0.0,0.0,0.018,0.0,1.168,8.124,2426.214,8.964,361.526,1.334,153.477,0.566,41.52,0.153,,,3.075,1.766,16.357,2.166,2.508,0.943,4.538,1.005,0.0,0.016,15.308,0.774,,0.0,0.003,33.738,1.527,,6.967,0.009,0.023,0.034,0.002,2202.028,316.457
1959,Africa,277271966.0,4.189,0.015,147.841,147.841,-0.83,-0.558,2649.378,96.338,3.773,9.569,0.534,101.676,0.367,47.27,2881.512,37271.465,2438.345,0.0,1.517,75602.352,394.38,,0.0,0.0,0.035,0.0,1.184,8.181,2514.409,9.082,381.065,1.374,148.382,0.535,41.942,0.151,,,2.884,1.67,15.962,2.052,2.537,0.964,4.782,1.027,0.0,0.015,15.582,0.814,,0.0,0.005,32.47,1.448,,7.055,0.009,0.023,0.035,0.003,2268.459,328.26
1960,Africa,283922289.0,4.399,0.016,156.567,156.567,8.726,5.902,2578.319,-71.059,-2.682,9.094,0.552,103.522,0.365,51.669,3038.079,39849.789,2541.867,0.0,1.564,78038.617,442.979,,0.0,0.0,0.047,0.0,1.255,8.041,2436.261,8.593,407.589,1.436,147.112,0.518,48.598,0.171,,,2.795,1.668,16.021,2.007,2.557,0.986,5.009,1.048,0.0,0.015,15.864,0.859,,0.0,0.006,36.33,1.557,,7.147,0.01,0.024,0.037,0.003,2283.131,356.25
1961,Africa,290814083.0,4.3,0.015,161.994,161.994,5.427,3.466,2073.495,-504.825,-19.58,7.141,0.558,105.003,0.362,55.97,3200.073,41923.281,2646.87,0.0,2.062,79962.508,495.171,,0.0,0.0,0.498,0.002,1.348,7.142,1923.884,6.625,452.506,1.556,159.929,0.55,52.193,0.18,,,2.62,1.721,12.771,2.124,2.562,1.007,5.164,1.069,0.0,0.018,16.033,0.902,,0.0,0.056,28.207,1.577,,7.228,0.01,0.025,0.038,0.003,2077.045,391.892
1962,Africa,297959967.0,4.461,0.015,166.335,166.335,4.341,2.679,1886.398,-187.097,-9.023,6.341,0.559,106.668,0.359,60.431,3366.408,43809.676,2753.539,0.0,2.802,81696.172,549.637,,0.0,0.0,0.74,0.002,1.329,6.614,1733.67,5.827,455.391,1.528,161.729,0.543,54.466,0.183,,,2.529,1.706,11.733,2.165,2.559,1.028,5.292,1.09,0.0,0.022,16.176,0.941,,0.0,0.076,27.385,1.53,,7.294,0.011,0.025,0.039,0.003,1970.782,395.964
1963,Africa,305371382.0,4.798,0.016,176.335,176.335,10.0,6.012,1670.873,-215.525,-11.425,5.48,0.578,109.186,0.358,65.229,3542.743,45480.551,2862.725,1.147,3.52,83202.625,610.123,,1.147,0.004,0.718,0.002,1.387,6.221,1506.452,4.941,475.485,1.557,164.015,0.537,60.486,0.198,,,2.58,1.718,10.171,2.138,2.561,1.049,5.387,1.111,0.092,0.026,16.275,0.98,,1.267,0.069,24.45,1.59,,7.351,0.012,0.026,0.04,0.003,1899.818,423.619
1964,Africa,313060731.0,5.318,0.017,193.639,193.639,17.304,9.813,1585.554,-85.319,-5.106,5.072,0.619,115.604,0.37,70.547,3736.383,47066.105,2978.329,3.024,4.971,84603.852,679.512,,1.877,0.006,1.451,0.005,1.409,6.04,1401.228,4.483,480.464,1.535,167.066,0.534,69.389,0.222,,,2.58,1.789,9.504,2.218,2.562,1.072,5.467,1.133,0.222,0.034,16.362,1.024,,1.664,0.126,23.917,1.69,,7.401,0.012,0.027,0.042,0.003,1890.864,441.203
1965,Africa,321013569.0,5.691,0.018,213.634,213.634,19.995,10.326,1422.168,-163.385,-10.305,4.437,0.667,124.891,0.39,76.238,3950.017,48488.277,3103.22,7.972,7.093,85821.031,755.493,,4.948,0.015,2.123,0.007,1.554,5.816,1217.178,3.797,522.775,1.629,170.676,0.532,75.982,0.237,,,2.63,1.889,8.397,2.362,2.567,1.098,5.523,1.157,0.535,0.044,16.419,1.068,,3.793,0.172,21.638,1.723,,7.45,0.013,0.027,0.043,0.003,1867.017,498.986
1966,Africa,329252360.0,5.841,0.018,221.082,221.082,7.448,3.486,1304.675,-117.493,-8.262,3.969,0.673,123.843,0.377,82.079,4171.099,49792.949,3227.063,13.165,9.453,86913.188,839.338,,5.193,0.016,2.36,0.007,1.751,5.679,1092.155,3.322,596.237,1.811,172.595,0.524,83.845,0.255,,,2.507,1.864,7.636,2.315,2.563,1.122,5.563,1.18,0.805,0.054,16.463,1.111,,3.592,0.176,20.911,1.762,,7.51,0.014,0.028,0.044,0.003,1869.86,576.444
1967,Africa,337851070.0,5.964,0.018,237.045,237.045,15.963,7.22,1342.63,37.955,2.909,3.98,0.703,127.101,0.377,88.044,4408.144,51135.578,3354.165,33.928,11.772,88027.367,920.236,,20.763,0.062,2.319,0.007,1.828,5.829,1114.184,3.303,627.802,1.858,177.249,0.525,80.898,0.24,,,2.486,1.937,7.612,2.416,2.557,1.148,5.603,1.203,1.858,0.063,16.505,1.142,,10.883,0.162,20.63,1.594,,7.579,0.014,0.028,0.046,0.003,1969.387,617.645
1968,Africa,346800965.0,6.745,0.019,257.271,257.268,20.226,8.533,1332.752,-9.879,-0.736,3.849,0.743,132.504,0.383,94.788,4665.416,52468.332,3486.668,63.596,14.136,89111.648,1006.227,,29.668,0.086,2.364,0.007,1.711,5.518,1084.278,3.131,588.869,1.698,181.185,0.522,85.992,0.248,,,2.642,1.994,7.308,2.491,2.563,1.176,5.636,1.227,3.132,0.069,16.543,1.168,,14.557,0.152,20.334,1.555,,7.624,0.015,0.029,0.047,0.003,1913.707,593.488
1969,Africa,356032572.0,7.696,0.022,277.717,277.717,20.445,7.947,1375.873,43.121,3.235,3.871,0.781,135.191,0.38,102.484,4943.132,53844.207,3621.859,101.922,17.026,90217.852,1099.841,,38.326,0.108,2.89,0.008,1.927,5.71,1106.204,3.112,663.881,1.865,184.874,0.519,93.614,0.263,,,2.844,2.018,7.021,2.45,2.582,1.204,5.665,1.251,4.482,0.077,16.569,1.194,,15.705,0.169,18.955,1.566,,7.681,0.016,0.029,0.048,0.003,2032.769,686.239
1970,Africa,365552194.0,8.377,0.023,302.406,302.406,24.689,8.89,1421.348,45.475,3.305,3.894,0.829,140.097,0.384,110.861,5245.538,55265.551,3761.956,156.857,17.842,91345.047,1198.021,,54.935,0.151,0.816,0.002,1.962,5.779,1127.192,3.088,706.155,1.932,215.68,0.59,98.18,0.269,,,2.906,2.03,6.902,2.459,2.604,1.233,5.691,1.274,6.146,0.075,16.602,1.211,,19.779,0.046,19.796,1.444,,7.734,0.017,0.03,0.05,0.003,2112.525,717.209
1971,Africa,375326467.0,8.982,0.024,331.613,331.613,29.207,9.658,1385.271,-36.077,-2.538,3.697,0.885,149.906,0.4,119.843,5577.151,56650.82,3911.863,212.833,19.535,92406.742,1313.077,,55.976,0.149,1.693,0.005,1.999,5.468,1061.704,2.833,672.358,1.791,181.264,0.483,115.056,0.307,,,2.963,2.139,6.717,2.63,2.628,1.265,5.713,1.3,7.407,0.076,16.641,1.238,,17.413,0.088,20.744,1.598,,7.771,0.018,0.03,0.052,0.003,2052.459,750.334
